Player,Position,Age,Market Value,Nationality,Joined Club,Joined League,Transfer Fee
Juan Cabal,Left-Back,23,EUR3.50m,Colombia,Juventus,Serie A,EUR12.80m
Diego Costa,Centre-Back,24,EUR3.50m,Brazil,Krasnodar,Premier Liga,EUR7.50m
Albion Rrahmani,Centre-Forward,23,EUR3.50m,Kosovo,Sparta Prague,Chance Liga,EUR5.00m
Rafael Navarro,Centre-Forward,24,EUR3.50m,Brazil,Colorado,MLS,EUR4.50m
Samuel Essende,Centre-Forward,26,EUR3.50m,DR Congo,FC Augsburg,Bundesliga,EUR4.00m
Ondrej Lingr,Attacking Midfield,25,EUR3.50m,Czech Republic,Feyenoord,Eredivisie,EUR4.00m
Vanja Drkusic,Centre-Back,24,EUR3.50m,Slovenia,Zenit S-Pb,Premier Liga,EUR4.00m
Jose Cordoba,Centre-Back,23,EUR3.50m,Panama,Norwich,Championship,EUR3.65m
Jay Stansfield,Centre-Forward,21,EUR3.50m,England,Birmingham,League One,EUR17.80m
Adam Idah,Centre-Forward,23,EUR3.50m,Ireland,Celtic,Premiership,EUR9.90m
Paulo Bernardo,Central Midfield,22,EUR3.50m,Portugal,Celtic,Premiership,EUR4.00m
Joao Marques,Left Winger,22,EUR3.50m,Portugal,SC Braga,Liga Portugal,EUR3.50m
Sebastiano Luperto,Centre-Back,27,EUR3.50m,Italy,Cagliari Calcio,Serie A,EUR3.50m
Hans Hateboer,Right-Back,30,EUR3.50m,Netherlands,Stade Rennais,Ligue 1,EUR3.00m
Georgios Kyriakopoulos,Left Midfield,28,EUR3.50m,Greece,Monza,Serie A,EUR3.00m
Jorge Sanchez,Right-Back,26,EUR3.50m,Mexico,CD Cruz Azul,Liga MX Apertura,EUR3.00m
Unai Bilbao,Centre-Back,30,EUR3.50m,Spain,Club Tijuana,Liga MX Apertura,EUR2.80m
Gennaro Tutino,Centre-Forward,27,EUR3.50m,Italy,Cosenza,Serie B,EUR2.50m
Ondrej Lingr,Attacking Midfield,25,EUR3.50m,Czech Republic,Slavia Prague,Chance Liga,EUR2.20m
Isak Johannesson,Central Midfield,21,EUR3.50m,Iceland,F. Dusseldorf,2. Bundesliga,EUR2.00m
Cihan Canak,Right Winger,19,EUR3.50m,Türkiye,Trabzonspor,Super Lig,EUR2.00m
Sead Haksabanovic,Left Winger,25,EUR3.50m,Montenegro,Malmo FF,Allsvenskan,EUR2.00m
Roman Yaremchuk,Centre-Forward,28,EUR3.50m,Ukraine,Olympiacos,Super League 1,EUR2.00m
Marco Brescianini,Central Midfield,24,EUR3.50m,Italy,Atalanta BC,Serie A,Loan fee:EUR2.00m
Veldin Hodza,Defensive Midfield,21,EUR3.50m,Croatia,Rubin Kazan,Premier Liga,EUR2.00m
Lassana Coulibaly,Central Midfield,28,EUR3.50m,Mali,Lecce,Serie A,EUR1.80m
Philippe Rommens,Central Midfield,26,EUR3.50m,Belgium,Ferencvaros,NB I.,EUR1.50m
Dominik Marczuk,Right Winger,20,EUR3.50m,Poland,Salt Lake,MLS,EUR1.50m
Taulant Seferi,Centre-Forward,27,EUR3.50m,Albania,Bodrum FK,Super Lig,EUR1.50m
Matias Abaldo,Right Winger,20,EUR3.50m,Uruguay,Gimnasia,Liga Profesional,EUR1.50m
Edvin Kurtulus,Centre-Back,24,EUR3.50m,Sweden,Ludogorets,efbet Liga,EUR1.45m
Mario Mitaj,Left-Back,21,EUR3.50m,Albania,Al-Ittihad,Saudi Pro League,Loan fee:EUR1.20m
Gennaro Tutino,Centre-Forward,27,EUR3.50m,Italy,Sampdoria,Serie B,Loan fee:EUR1.00m
Fabio Cardoso,Centre-Back,30,EUR3.50m,Portugal,Al-Ain,UAE Pro League,Loan fee:EUR1.00m
Mathieu Choiniere,Central Midfield,25,EUR3.50m,Canada,Grasshoppers,Super League,EUR900k
Myron van Brederode,Left Winger,21,EUR3.50m,Netherlands,F. Dusseldorf,2. Bundesliga,Loan fee:EUR700k
Woo-yeong Jeong,Attacking Midfield,24,EUR3.50m,"Korea, South",Union Berlin,Bundesliga,Loan fee:EUR700k
Aliou Dieng,Defensive Midfield,26,EUR3.50m,Mali,Al-Kholood,Saudi Pro League,Loan fee:EUR505k
Gabriel Vidovic,Left Winger,20,EUR3.50m,Croatia,1.FSV Mainz 05,Bundesliga,Loan fee:EUR500k
Mathew Ryan,Goalkeeper,32,EUR3.50m,Australia,AS Roma,Serie A,free transfer
Jerry Yates,Centre-Forward,27,EUR3.50m,England,Derby,Championship,loan transfer
Nat Phillips,Centre-Back,27,EUR3.50m,England,Derby,Championship,loan transfer
Ivo Grbic,Goalkeeper,28,EUR3.50m,Croatia,C. Rizespor,Super Lig,loan transfer
Ricardo Rodriguez,Left-Back,31,EUR3.50m,Switzerland,Real Betis,LaLiga,free transfer
Alexis Claude-Maurice,Attacking Midfield,26,EUR3.50m,France,FC Augsburg,Bundesliga,free transfer
Welington,Left-Back,23,EUR3.50m,Brazil,Southampton,Premier League,free transfer
Sebastian Boselli,Centre-Back,20,EUR3.50m,Uruguay,Estudiantes LP,Liga Profesional,loan transfer
Ivan Rakitic,Central Midfield,36,EUR3.50m,Croatia,Hajduk Split,SuperSport HNL,free transfer
Borna Barisic,Left-Back,31,EUR3.50m,Croatia,Trabzonspor,Super Lig,free transfer
Alan Virginius,Left Winger,21,EUR3.50m,France,BSC Young Boys,Super League,loan transfer
Dario Essugo,Defensive Midfield,19,EUR3.50m,Portugal,UD Las Palmas,LaLiga,loan transfer
Allan,Defensive Midfield,33,EUR3.50m,Brazil,Botafogo,Serie A,free transfer
Sebastian Coates,Centre-Back,33,EUR3.50m,Uruguay,Nacional,Primera Division Clausura,free transfer
Paddy McNair,Centre-Back,29,EUR3.50m,Northern Ireland,West Brom,Championship,loan transfer
Nicolas Cozza,Left-Back,25,EUR3.50m,France,FC Nantes,Ligue 1,loan transfer
Andy Pelmard,Centre-Back,24,EUR3.50m,France,Lecce,Serie A,loan transfer
Omar Colley,Centre-Back,31,EUR3.50m,The Gambia,PAOK Salonika,Super League 1,free transfer
Carlos Martin,Centre-Forward,22,EUR3.50m,Spain,Alaves,LaLiga,loan transfer
Joan Jordan,Central Midfield,30,EUR3.50m,Spain,Alaves,LaLiga,loan transfer
Marco Pellegrino,Centre-Back,22,EUR3.50m,Argentina,Independiente,Liga Profesional,loan transfer
Nahuel Bustos,Centre-Forward,26,EUR3.50m,Argentina,San Lorenzo,Liga Profesional,loan transfer
Jari Vandeputte,Left Winger,28,EUR3.50m,Belgium,Cremonese,Serie B,loan transfer
Mohamed Elneny,Defensive Midfield,32,EUR3.50m,Egypt,Al-Jazira,UAE Pro League,free transfer
Marko Bulat,Defensive Midfield,22,EUR3.50m,Croatia,Standard Liege,Jupiler Pro League,loan transfer
Andi Zeqiri,Centre-Forward,25,EUR3.50m,Switzerland,Standard Liege,Jupiler Pro League,loan transfer
Bertug Yildirim,Centre-Forward,22,EUR3.50m,Türkiye,Getafe,LaLiga,loan transfer
Alvaro Rodriguez,Centre-Forward,20,EUR3.50m,Uruguay,Getafe,LaLiga,loan transfer
Georgiy Dzhikiya,Centre-Back,30,EUR3.50m,Russia,Khimki,Premier Liga,free transfer
Edimilson Fernandes,Centre-Back,28,EUR3.50m,Switzerland,Stade Brestois,Ligue 1,loan transfer
Arturo Gonzalez,Left Winger,29,EUR3.50m,Mexico,Pachuca,Liga MX Apertura,loan transfer
Emanuel Gularte,Centre-Back,26,EUR3.50m,Uruguay,Puebla FC,Liga MX Apertura,?
Leo Dubois,Right-Back,29,EUR3.50m,France,Eyupspor,Super Lig,free transfer
Boris Popovic,Centre-Back,24,EUR3.50m,Serbia,Arouca,Liga Portugal,loan transfer
Josip Brekalo,Left Winger,26,EUR3.50m,Croatia,Kasimpasa,Super Lig,loan transfer
Reinier,Attacking Midfield,22,EUR3.50m,Brazil,Granada CF,LaLiga2,loan transfer
Paddy McNair,Centre-Back,29,EUR3.50m,Northern Ireland,San Diego FC,N/A,free transfer
Vincent Aboubakar,Centre-Forward,32,EUR3.40m,Cameroon,Hatayspor,Super Lig,free transfer
Jackson Porozo,Centre-Back,24,EUR3.30m,Ecuador,CD Leganes,LaLiga,loan transfer
Harrison Burrows,Left-Back,22,EUR3.20m,England,Sheff Utd,Championship,EUR3.55m
Tomas Chory,Centre-Forward,29,EUR3.20m,Czech Republic,Slavia Prague,Chance Liga,EUR3.00m
Igor Miladinovic,Attacking Midfield,21,EUR3.20m,Serbia,Saint-Etienne,Ligue 1,EUR3.00m
Felipe Pena Biafore,Defensive Midfield,23,EUR3.20m,Argentina,Lanus,Liga Profesional,EUR1.07m
Martin Braithwaite,Centre-Forward,33,EUR3.20m,Denmark,Gremio,Serie A,free transfer
Francois Kamano,Left Winger,28,EUR3.20m,Guinea,Damac FC,Saudi Pro League,?
Aaron Anselmino,Centre-Back,19,EUR3.00m,Argentina,Chelsea,Premier League,EUR16.50m
Renato Veiga,Left-Back,20,EUR3.00m,Portugal,Chelsea,Premier League,EUR14.00m
William Osula,Centre-Forward,21,EUR3.00m,Denmark,Newcastle,Premier League,EUR11.60m
Matias Fernandez-Pardo,Centre-Forward,19,EUR3.00m,Belgium,LOSC Lille,Ligue 1,EUR10.00m
Rodri Sanchez,Right Winger,24,EUR3.00m,Spain,Al-Arabi SC,Stars League,EUR8.00m
Joaquim,Centre-Back,25,EUR3.00m,Brazil,Tigres UANL,Liga MX Apertura,EUR7.35m
Zuriko Davitashvili,Right Winger,23,EUR3.00m,Georgia,Saint-Etienne,Ligue 1,EUR6.00m
Cesar Montes,Centre-Back,27,EUR3.00m,Mexico,Loko Moscow,Premier Liga,EUR6.00m
Arthur Gomes,Left Winger,26,EUR3.00m,Brazil,Dynamo Moscow,Premier Liga,EUR5.00m
Enzo Boyomo,Centre-Back,22,EUR3.00m,Cameroon,CA Osasuna,LaLiga,EUR5.00m
Ngal'ayel Mukau,Defensive Midfield,19,EUR3.00m,DR Congo,LOSC Lille,Ligue 1,EUR5.00m
Nadir Zortea,Right Midfield,25,EUR3.00m,Italy,Cagliari Calcio,Serie A,EUR5.00m
Krisztian Lisztes,Attacking Midfield,19,EUR3.00m,Hungary,E. Frankfurt,Bundesliga,EUR4.50m
German Pezzella,Centre-Back,33,EUR3.00m,Argentina,River Plate,Liga Profesional,EUR4.50m
Lyanco,Centre-Back,27,EUR3.00m,Brazil,Atletico-MG,Serie A,EUR4.50m
Samuel Dahl,Left-Back,21,EUR3.00m,Sweden,AS Roma,Serie A,EUR4.30m
Mohamed Abdelmonem,Centre-Back,25,EUR3.00m,Egypt,OGC Nice,Ligue 1,EUR4.20m
Christoph Klarer,Centre-Back,24,EUR3.00m,Austria,Birmingham,League One,EUR4.15m
Morten Thorsby,Central Midfield,28,EUR3.00m,Norway,Genoa,Serie A,EUR4.00m
Willum Thor Willumsson,Attacking Midfield,25,EUR3.00m,Iceland,Birmingham,League One,EUR4.00m
Peque Fernandez,Second Striker,21,EUR3.00m,Spain,Sevilla FC,LaLiga,EUR4.00m
Alexander Lind,Centre-Forward,22,EUR3.00m,Denmark,Pisa,Serie B,EUR4.00m
Ruben Duarte,Left-Back,28,EUR3.00m,Spain,UNAM Pumas,Liga MX Apertura,EUR4.00m
Giovanni Gonzalez,Right-Back,29,EUR3.00m,Uruguay,Krasnodar,Premier Liga,EUR4.00m
Scott Twine,Attacking Midfield,25,EUR3.00m,England,Bristol City,Championship,EUR3.75m
Aidan Morris,Central Midfield,22,EUR3.00m,United States,Middlesbrough,Championship,EUR3.73m
Mikey Johnston,Left Winger,25,EUR3.00m,Ireland,West Brom,Championship,EUR3.50m
Robin Propper,Centre-Back,30,EUR3.00m,Netherlands,Rangers,Premiership,EUR3.20m
Lucas Stassin,Centre-Forward,19,EUR3.00m,Belgium,Saint-Etienne,Ligue 1,EUR10.00m
Martin Erlic,Centre-Back,26,EUR3.00m,Croatia,Bologna,Serie A,EUR7.00m
Anderson Duarte,Right Winger,20,EUR3.00m,Uruguay,Toluca,Liga MX Apertura,EUR3.75m
Frantzdy Pierrot,Centre-Forward,29,EUR3.00m,Haiti,AEK Athens,Super League 1,EUR3.50m
Jackson Tchatchoua,Right-Back,22,EUR3.00m,Cameroon,Hellas Verona,Serie A,EUR3.00m
Gauthier Hein,Right Winger,28,EUR3.00m,France,FC Metz,Ligue 2,EUR3.00m
Augustine Boakye,Attacking Midfield,23,EUR3.00m,Ghana,Saint-Etienne,Ligue 1,EUR3.00m
Nicolas Castro,Attacking Midfield,23,EUR3.00m,Argentina,Elche CF,LaLiga2,EUR3.00m
Jhonder Cadiz,Centre-Forward,28,EUR3.00m,Venezuela,Leon,Liga MX Apertura,EUR3.00m
Brandon Thomas-Asante,Centre-Forward,25,EUR3.00m,Ghana,Coventry,Championship,EUR2.95m
Lawrence Ennali,Left Winger,22,EUR3.00m,Germany,Houston,MLS,EUR2.75m
Patrick Pentz,Goalkeeper,27,EUR3.00m,Austria,Brondby IF,Superliga,EUR2.55m
Goncalo Franco,Central Midfield,23,EUR3.00m,Portugal,Swansea,Championship,EUR2.10m
Levent Mercan,Left-Back,23,EUR3.00m,Türkiye,Fenerbahce,Super Lig,EUR2.00m
Keke Topp,Centre-Forward,20,EUR3.00m,Germany,Werder Bremen,Bundesliga,EUR2.00m
Bruno Duarte,Centre-Forward,28,EUR3.00m,Brazil,Red Star,Super liga Srbije,EUR2.00m
Jeffrey de Lange,Goalkeeper,26,EUR3.00m,Netherlands,Marseille,Ligue 1,EUR2.00m
Jeppe Okkels,Left Winger,25,EUR3.00m,Denmark,Preston,Championship,EUR2.00m
Diego Moreira,Left Winger,20,EUR3.00m,Portugal,R. Strasbourg,Ligue 1,EUR2.00m
Igor Jesus,Defensive Midfield,21,EUR3.00m,Brazil,CF Estrela,Liga Portugal,EUR2.00m
Peter Federico,Right Winger,21,EUR3.00m,Dominican Republic,Getafe,LaLiga,EUR2.00m
Ludovic Ajorque,Centre-Forward,30,EUR3.00m,France,Stade Brestois,Ligue 1,Loan fee:EUR2.00m
Jose Martinez,Defensive Midfield,30,EUR3.00m,Venezuela,Corinthians,Serie A,EUR1.80m
Okay Yokuslu,Defensive Midfield,30,EUR3.00m,Türkiye,Trabzonspor,Super Lig,EUR1.65m
Emanuel Aiwu,Centre-Back,23,EUR3.00m,Austria,Sturm Graz,Bundesliga,EUR1.60m
Peter Vindahl,Goalkeeper,26,EUR3.00m,Denmark,Sparta Prague,Chance Liga,EUR1.50m
Alexis Blin,Defensive Midfield,27,EUR3.00m,France,Palermo,Serie B,EUR1.50m
Neto Borges,Left-Back,27,EUR3.00m,Brazil,Middlesbrough,Championship,EUR1.50m
Svetozar Markovic,Centre-Back,24,EUR3.00m,Serbia,Viktoria Plzen,Chance Liga,EUR1.50m
Bartlomiej Wdowik,Left-Back,23,EUR3.00m,Poland,SC Braga,Liga Portugal,EUR1.50m
Alexandru Cicaldau,Attacking Midfield,27,EUR3.00m,Romania,CS U Craiova,SuperLiga,EUR1.50m
Jean Meneses,Left Winger,31,EUR3.00m,Chile,Vasco da Gama,Serie A,EUR1.30m
Yuriy Gorshkov,Left-Back,25,EUR3.00m,Russia,Zenit S-Pb,Premier Liga,EUR1.26m
Aziz Yakubu,Centre-Forward,25,EUR3.00m,Ghana,Shimizu S-Pulse,J2 League,EUR1.25m
Robson Bambu,Centre-Back,26,EUR3.00m,Brazil,SC Braga,Liga Portugal,EUR1.20m
Fernando Cardozo,Right Midfield,23,EUR3.00m,Paraguay,Newell's,Liga Profesional,EUR1.11m
Nahuel Losada,Goalkeeper,31,EUR3.00m,Argentina,Lanus,Liga Profesional,EUR1.10m
Philipp Sander,Central Midfield,26,EUR3.00m,Germany,Bor. M'gladbach,Bundesliga,EUR1.00m
Lucas Vera,Central Midfield,27,EUR3.00m,Argentina,Khimki,Premier Liga,EUR1.00m
Oliver Villadsen,Right-Back,22,EUR3.00m,Denmark,1.FC Nuremberg,2. Bundesliga,EUR500k
Morgan Guilavogui,Right Winger,26,EUR3.00m,Guinea,FC St. Pauli,Bundesliga,Loan fee:EUR500k
Pontus Almqvist,Right Winger,25,EUR3.00m,Sweden,Parma,Serie A,EUR500k
Rodrigo Echeverria,Defensive Midfield,29,EUR3.00m,Chile,Huracan,Liga Profesional,EUR500k
Chidozie Awaziem,Centre-Back,27,EUR3.00m,Nigeria,Cincinnati,MLS,EUR500k
Sampson Dweh,Centre-Back,22,EUR3.00m,Liberia,Viktoria Plzen,Chance Liga,EUR385k
Robert Wagner,Central Midfield,20,EUR3.00m,Germany,FC St. Pauli,Bundesliga,Loan fee:EUR200k
Joe Mendes,Right-Back,21,EUR3.00m,Sweden,FC Basel,Super League,loan transfer
Adam Karabec,Attacking Midfield,21,EUR3.00m,Czech Republic,Hamburger SV,2. Bundesliga,loan transfer
Lucas Perrin,Centre-Back,25,EUR3.00m,France,Hamburger SV,2. Bundesliga,free transfer
Bartlomiej Wdowik,Left-Back,23,EUR3.00m,Poland,Hannover 96,2. Bundesliga,loan transfer
Lovro Zvonarek,Attacking Midfield,19,EUR3.00m,Croatia,Sturm Graz,Bundesliga,loan transfer
Keidi Bare,Central Midfield,26,EUR3.00m,Albania,Real Zaragoza,LaLiga2,free transfer
Marius Wolf,Right-Back,29,EUR3.00m,Germany,FC Augsburg,Bundesliga,free transfer
Alexis Flips,Attacking Midfield,24,EUR3.00m,France,R Charleroi SC,Jupiler Pro League,loan transfer
Charlie Taylor,Left-Back,30,EUR3.00m,England,Southampton,Premier League,free transfer
Ryan Fraser,Left Winger,30,EUR3.00m,Scotland,Southampton,Premier League,free transfer
Aaron Anselmino,Centre-Back,19,EUR3.00m,Argentina,Boca Juniors,Liga Profesional,loan transfer
Marcos Lopez,Left-Back,24,EUR3.00m,Peru,FC Copenhagen,Superliga,loan transfer
Chiquinho,Left Winger,24,EUR3.00m,Portugal,RCD Mallorca,LaLiga,loan transfer
Alan Browne,Central Midfield,29,EUR3.00m,Ireland,Sunderland,Championship,free transfer
Gabriel Osho,Centre-Back,25,EUR3.00m,Nigeria,AJ Auxerre,Ligue 1,free transfer
Florin Tanase,Attacking Midfield,29,EUR3.00m,Romania,FCSB,SuperLiga,free transfer
Mateusz Legowski,Defensive Midfield,21,EUR3.00m,Poland,Yverdon Sport,Super League,loan transfer
Tiago Dantas,Central Midfield,23,EUR3.00m,Portugal,NK Osijek,SuperSport HNL,free transfer
Ben Davies,Centre-Back,29,EUR3.00m,England,Birmingham,League One,loan transfer
Gerard Gumbau,Defensive Midfield,29,EUR3.00m,Spain,Rayo Vallecano,LaLiga,loan transfer
Hrvoje Smolcic,Centre-Back,23,EUR3.00m,Croatia,LASK,Bundesliga,loan transfer
Raul Torrente,Centre-Back,22,EUR3.00m,Spain,Dinamo Zagreb,SuperSport HNL,free transfer
Koki Ogawa,Centre-Forward,26,EUR3.00m,Japan,NEC Nijmegen,Eredivisie,?
Billal Brahimi,Left Winger,24,EUR3.00m,Algeria,Sint-Truiden,Jupiler Pro League,loan transfer
Andrew Moran,Attacking Midfield,20,EUR3.00m,Ireland,Stoke City,Championship,loan transfer
Bruninho,Attacking Midfield,21,EUR3.00m,Brazil,Cercle Brugge,Jupiler Pro League,loan transfer
Koba Koindredi,Central Midfield,22,EUR3.00m,France,Lausanne-Sport,Super League,loan transfer
Moussa Djenepo,Left Winger,26,EUR3.00m,Mali,Antalyaspor,Super Lig,loan transfer
Filip Stankovic,Goalkeeper,22,EUR3.00m,Serbia,Venezia,Serie A,loan transfer
Hans Nicolussi Caviglia,Central Midfield,24,EUR3.00m,Italy,Venezia,Serie A,loan transfer
Willian,Left Winger,36,EUR3.00m,Brazil,Olympiacos,Super League 1,free transfer
Ola Brynhildsen,Centre-Forward,25,EUR3.00m,Norway,Molde FK,Eliteserien,loan transfer
Ilaix Moriba,Central Midfield,21,EUR3.00m,Guinea,Celta de Vigo,LaLiga,loan transfer
Leonardo Buta,Left-Back,22,EUR3.00m,Portugal,Moreirense,Liga Portugal,?
Yasser Larouci,Left-Back,23,EUR3.00m,Algeria,Watford,Championship,loan transfer
Ignace Van der Brempt,Right-Back,22,EUR3.00m,Belgium,Como,Serie A,loan transfer
Joseph Nonge,Central Midfield,19,EUR3.00m,Belgium,Troyes,Ligue 2,loan transfer
Jairo Riedewald,Defensive Midfield,27,EUR3.00m,Netherlands,Royal Antwerp,Jupiler Pro League,free transfer
Xeka,Central Midfield,29,EUR3.00m,Portugal,Estoril Praia,Liga Portugal,free transfer
Andres Vombergar,Centre-Forward,29,EUR3.00m,Slovenia,San Lorenzo,Liga Profesional,free transfer
Matias Segovia,Right Winger,21,EUR3.00m,Paraguay,Al-Ain,UAE Pro League,loan transfer
Samuel Moutoussamy,Central Midfield,28,EUR3.00m,DR Congo,Sivasspor,Super Lig,free transfer
Rifat Zhemaletdinov,Attacking Midfield,27,EUR3.00m,Russia,CSKA Moscow,Premier Liga,free transfer
Tiago Morais,Left Winger,20,EUR3.00m,Portugal,Rio Ave,Liga Portugal,loan transfer
Martim Neto,Central Midfield,21,EUR3.00m,Portugal,Rio Ave,Liga Portugal,loan transfer
Thomas Strakosha,Goalkeeper,29,EUR3.00m,Albania,AEK Athens,Super League 1,free transfer
Jordy Caicedo,Centre-Forward,26,EUR3.00m,Ecuador,Sporting Gijon,LaLiga2,loan transfer
Stefano Sensi,Central Midfield,29,EUR3.00m,Italy,Monza,Serie A,free transfer
Cody Drameh,Right-Back,22,EUR3.00m,England,Hull City,Championship,free transfer
Gustavo Puerta,Central Midfield,21,EUR3.00m,Colombia,Hull City,Championship,loan transfer
Sotiris Alexandropoulos,Central Midfield,22,EUR3.00m,Greece,Standard Liege,Jupiler Pro League,loan transfer
Olimpiu Morutan,Right Winger,25,EUR3.00m,Romania,Pisa,Serie B,loan transfer
Andrei Burca,Centre-Back,31,EUR3.00m,Romania,FC Baniyas,UAE Pro League,free transfer
Lucas Rodriguez,Attacking Midfield,27,EUR3.00m,Argentina,Queretaro FC,Liga MX Apertura,?
Yohan Boli,Centre-Forward,30,EUR3.00m,Cote d'Ivoire,Al-Khor SC,Stars League,loan transfer
Konstantinos Fortounis,Attacking Midfield,31,EUR3.00m,Greece,Al-Khaleej,Saudi Pro League,free transfer
Mame Thiam,Left Winger,31,EUR3.00m,Senegal,Eyupspor,Super Lig,?
Marek Rodak,Goalkeeper,27,EUR3.00m,Slovakia,Al-Ettifaq,Saudi Pro League,free transfer
Matheus Doria,Centre-Back,29,EUR3.00m,Brazil,Atlas,Liga MX Apertura,?
Jordy Caicedo,Centre-Forward,26,EUR3.00m,Ecuador,Atlas,Liga MX Apertura,?
Giacomo Bonaventura,Central Midfield,34,EUR3.00m,Italy,Al-Shabab,Saudi Pro League,free transfer
Baghdad Bounedjah,Centre-Forward,32,EUR3.00m,Algeria,Al-Shamal SC,Stars League,free transfer
Gaius Makouta,Central Midfield,27,EUR3.00m,Congo,Alanyaspor,Super Lig,free transfer
Sebastian Villa,Left Winger,28,EUR3.00m,Colombia,Ind. Rivadavia,Liga Profesional,?
Nacho Fernandez,Centre-Back,34,EUR3.00m,Spain,Al-Qadsiah,Saudi Pro League,free transfer
Mohamed Konate,Centre-Forward,26,EUR3.00m,Burkina Faso,Al-Riyadh,Saudi Pro League,free transfer
Ismael Kandouss,Centre-Back,26,EUR3.00m,Morocco,Al-Orobah,Saudi Pro League,loan transfer
Olivier Giroud,Centre-Forward,37,EUR3.00m,France,LAFC,MLS,free transfer
Gaston Alvarez Suarez,Central Midfield,31,EUR3.00m,United Arab Emirates,Shabab Al-Ahli,UAE Pro League,free transfer
Mikkel Desler,Right-Back,29,EUR3.00m,Denmark,Austin,MLS,free transfer
Aziz Ganiev,Central Midfield,26,EUR3.00m,Uzbekistan,Al-Bataeh CSC,UAE Pro League,free transfer
Pep Biel,Attacking Midfield,27,EUR3.00m,Spain,Charlotte,MLS,loan transfer
Rodrigo Ribeiro,Centre-Forward,19,EUR3.00m,Portugal,Avs FS,Liga Portugal,loan transfer
Derek Cornelius,Centre-Back,26,EUR2.80m,Canada,Marseille,Ligue 1,EUR4.00m
Ike Ugbo,Centre-Forward,25,EUR2.80m,Canada,Sheff Wed,Championship,EUR3.10m
Juanmi Latasa,Centre-Forward,23,EUR2.80m,Spain,Real Valladolid,LaLiga,EUR2.50m
Bruno Tabata,Right Winger,27,EUR2.80m,Brazil,Internacional,Serie A,EUR2.20m
Ozan Tufan,Central Midfield,29,EUR2.80m,Türkiye,Trabzonspor,Super Lig,EUR2.00m
Santiago Montiel,Left-Back,23,EUR2.80m,Argentina,Independiente,Liga Profesional,EUR1.35m
Viktor Johansson,Goalkeeper,25,EUR2.80m,Sweden,Stoke City,Championship,EUR1.00m
David Strelec,Centre-Forward,23,EUR2.80m,Slovakia,Slo. Bratislava,Nike Liga,EUR700k
Nemanja Radonjic,Left Winger,28,EUR2.80m,Serbia,Red Star,Super liga Srbije,EUR200k
Davie Selke,Centre-Forward,29,EUR2.80m,Germany,Hamburger SV,2. Bundesliga,free transfer
Dimitrios Giannoulis,Left-Back,28,EUR2.80m,Greece,FC Augsburg,Bundesliga,free transfer
Ryan Mmaee,Centre-Forward,26,EUR2.80m,Morocco,Rapid Vienna,Bundesliga,loan transfer
Jean-Pierre Nsame,Centre-Forward,31,EUR2.80m,Cameroon,Legia Warszawa,Ekstraklasa,loan transfer
Vakoun Bayo,Centre-Forward,27,EUR2.80m,Cote d'Ivoire,Udinese Calcio,Serie A,?
Pierre Ekwah,Defensive Midfield,22,EUR2.80m,France,Saint-Etienne,Ligue 1,loan transfer
Saba Sazonov,Centre-Back,22,EUR2.80m,Georgia,FC Empoli,Serie A,loan transfer
Vakoun Bayo,Centre-Forward,27,EUR2.80m,Cote d'Ivoire,Watford,Championship,loan transfer
Tyler Roberts,Attacking Midfield,25,EUR2.80m,Wales,Northampton,League One,loan transfer
Oscar Zambrano,Defensive Midfield,20,EUR2.80m,Ecuador,Hull City,Championship,loan transfer
Bernard Mensah,Attacking Midfield,29,EUR2.80m,Ghana,Al-Riyadh,Saudi Pro League,?
Andri Gudjohnsen,Centre-Forward,22,EUR2.70m,Iceland,KAA Gent,Jupiler Pro League,EUR2.90m
Ignacio Pussetto,Right Winger,28,EUR2.70m,Argentina,UNAM Pumas,Liga MX Apertura,EUR1.38m
Mikkel Kaufmann,Centre-Forward,23,EUR2.70m,Denmark,Heidenheim,Bundesliga,EUR1.25m
Nemanja Stojic,Centre-Back,26,EUR2.70m,Serbia,M. Tel Aviv,Ligat ha'Al,EUR1.20m
Abdou Harroui,Central Midfield,26,EUR2.70m,Morocco,Hellas Verona,Serie A,EUR1.20m
Aleksandar Cirkovic,Left Winger,22,EUR2.70m,Serbia,FK TSC,Super liga Srbije,EUR1.20m
Nemanja Stojic,Centre-Back,26,EUR2.70m,Serbia,Red Star,Super liga Srbije,EUR1.00m
Andri Gudjohnsen,Centre-Forward,22,EUR2.70m,Iceland,Lyngby BK,Superliga,EUR400k
Prestige Mboungou,Left Winger,23,EUR2.70m,Congo,FK TSC,Super liga Srbije,free transfer
Saad Bguir,Attacking Midfield,30,EUR2.70m,Tunisia,Al-Wehda,Saudi Pro League,free transfer
Ousseynou Ba,Centre-Back,28,EUR2.60m,Senegal,Basaksehir,Super Lig,EUR1.20m
Jonjo Shelvey,Central Midfield,32,EUR2.60m,England,Eyupspor,Super Lig,free transfer
Abderrazak Hamdallah,Centre-Forward,33,EUR2.60m,Morocco,Al-Shabab,Saudi Pro League,free transfer
Lewis Dobbin,Left Winger,21,EUR2.50m,England,Aston Villa,Premier League,EUR11.80m
Pedro Lima,Right-Back,18,EUR2.50m,Brazil,Wolves,Premier League,EUR10.00m
Zion Suzuki,Goalkeeper,21,EUR2.50m,Japan,Parma,Serie A,EUR7.50m
